loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36,Subject,Trial
3,3,3,3,3,3,0,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,2,3,3,3,3,16,217
0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,16,218
0,0,0,0,6,0,1,6,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,6,0,6,6,0,0,0,0,6,0,0,0,16,219
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,220
3,3,3,3,3,3,3,2,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,0,3,3,3,3,3,3,3,3,16,221
0,0,3,3,3,0,3,3,3,0,0,3,0,0,3,0,3,3,3,3,0,0,3,3,0,0,3,0,0,0,3,3,2,3,3,0,16,222
0,0,0,4,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,4,0,0,4,4,0,16,223
6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,2,6,6,16,224
4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,2,4,4,4,4,4,4,4,16,225
1,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,16,226
0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,3,16,227
0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,0,3,0,3,0,16,228
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,230
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,231
0,0,0,0,0,6,6,0,0,0,6,0,0,6,6,0,0,0,6,0,1,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,16,232
0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,16,233
6,6,0,6,6,0,0,6,0,0,6,0,0,6,6,0,6,6,6,6,0,2,6,6,0,0,6,6,6,0,0,6,0,0,6,0,16,234
0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,16,235
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,236
0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,237
3,3,3,3,0,2,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,16,238
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,239
0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,6,16,240
6,6,6,2,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,16,241
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,242
5,0,0,5,0,5,5,0,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,0,5,0,0,2,0,5,5,0,5,0,5,16,243
0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,16,244
3,0,0,0,0,0,3,3,3,0,0,3,3,0,0,3,3,3,3,3,0,0,3,3,0,3,0,3,1,3,0,3,3,3,0,0,16,245
0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,16,246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,16,247
3,3,0,3,2,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,16,248
0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,249
5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,16,250
0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,0,16,251
3,3,0,3,3,3,3,3,0,3,3,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,16,252
0,0,0,0,4,4,4,4,0,0,0,4,4,0,4,4,4,0,4,4,0,0,0,0,1,4,4,4,4,4,0,0,4,4,0,4,16,253
0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,16,254
2,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,16,255
0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,256
0,4,0,4,0,0,0,4,4,0,4,0,4,0,4,0,4,0,4,4,4,4,4,0,0,2,0,0,0,4,4,4,4,4,4,0,16,257
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,5,5,5,5,1,5,5,5,5,0,5,16,258
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,259
5,5,5,5,5,5,0,5,5,5,5,5,5,2,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,0,5,16,260
4,4,0,0,0,0,4,0,4,0,4,0,4,4,4,4,0,0,4,0,4,4,0,0,4,0,1,4,4,4,0,0,0,4,4,4,16,261
6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,1,6,6,6,6,6,16,262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,263
0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,16,264
0,4,4,0,4,0,0,2,4,4,4,4,0,0,0,4,4,0,0,4,0,0,4,4,4,0,4,4,0,0,4,0,4,0,4,4,16,265
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,266
3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,1,0,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,16,267
0,4,4,0,4,0,4,4,0,0,4,0,1,0,4,4,0,4,4,4,4,0,0,4,4,4,0,4,4,0,0,4,4,0,0,0,16,268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,269
0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,270
0,0,4,4,0,4,4,0,2,4,4,4,4,0,4,4,0,0,4,4,0,0,0,4,0,4,0,0,4,4,0,4,0,4,0,4,16,271
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,16,272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,274
0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,1,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,16,275
4,0,0,4,0,4,0,4,0,4,4,0,0,4,4,4,0,0,4,0,4,4,4,0,4,0,1,4,4,0,4,4,0,4,0,0,16,276
0,0,3,3,0,3,3,0,0,0,3,0,3,3,3,3,0,3,3,3,3,0,0,0,0,3,3,3,3,0,3,0,3,0,2,0,16,277
0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,1,0,16,278
0,3,3,0,3,0,0,0,3,3,3,0,3,0,0,3,3,3,0,0,3,3,1,3,0,0,3,3,3,3,0,3,3,0,0,0,16,279
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,280
6,0,0,6,0,6,6,0,0,6,6,0,6,6,6,6,0,0,0,0,6,6,6,0,0,0,6,6,0,6,6,2,0,0,6,6,16,281
0,0,4,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,1,4,0,0,0,4,0,16,282
3,0,0,3,3,3,0,0,3,0,0,3,3,0,0,3,3,3,3,0,3,3,0,3,0,3,0,3,2,3,3,3,0,0,0,0,16,283
0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,3,16,284
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,285
0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,16,286
0,0,6,2,6,6,0,6,0,0,6,0,6,6,6,6,6,6,6,0,6,0,0,6,6,0,0,6,6,0,6,0,0,0,0,6,16,287
0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,288
0,0,0,0,0,4,4,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,0,0,4,0,0,16,289
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,290
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,292
3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,2,3,3,3,16,293
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,16,294
0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,295
0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,296
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,16,297
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,298
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,299
0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,300
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,301
0,0,0,0,0,0,5,5,0,0,0,5,0,2,0,5,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,5,5,0,16,302
3,0,3,3,3,3,0,0,3,3,3,3,0,0,3,0,0,3,3,0,0,3,0,0,3,1,3,3,0,0,3,0,0,3,3,0,16,303
0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,1,0,0,0,3,0,0,16,304
6,0,6,6,6,6,0,0,1,0,0,6,6,0,0,6,6,0,6,0,6,6,6,0,0,0,6,6,6,6,0,0,0,6,0,6,16,305
0,0,4,0,0,0,0,4,0,4,0,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,2,0,16,306
6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,1,6,6,0,6,6,6,6,16,307
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,308
0,0,0,5,0,0,0,5,0,0,5,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,0,0,0,0,0,5,0,16,309
3,3,3,3,1,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,16,310
0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,4,2,0,0,4,0,4,16,311
3,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,3,0,3,3,3,3,3,3,16,312
4,0,4,0,4,4,0,1,4,4,0,4,4,4,0,0,0,0,4,4,0,4,4,0,4,0,4,0,0,0,4,4,0,4,4,0,16,313
4,0,0,4,4,4,0,0,4,4,0,4,0,0,0,4,0,4,0,4,1,4,4,0,4,4,4,0,4,4,0,4,4,0,0,0,16,314
3,0,0,3,0,3,3,3,0,3,3,0,3,0,0,3,3,0,3,0,3,0,3,0,3,0,3,3,3,0,3,2,0,0,3,0,16,315
0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,16,316
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,317
0,6,0,6,6,6,0,0,6,6,6,6,0,6,1,6,0,0,0,6,6,0,6,0,0,0,6,6,0,6,0,6,0,6,6,0,16,318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,319
3,0,3,3,3,0,3,0,3,3,0,0,3,3,0,3,0,0,0,0,0,2,3,0,3,3,3,0,3,3,3,0,0,3,3,0,16,320
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,16,321
0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,16,322
0,0,4,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,16,323
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0,3,3,16,324
0,2,5,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,0,5,5,5,0,0,0,0,0,16,325
4,4,4,0,4,4,0,1,0,0,0,0,0,0,4,4,4,4,4,4,0,4,4,0,4,0,0,4,0,4,4,0,4,0,4,0,16,326
4,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,4,0,0,0,4,0,0,0,4,0,4,0,0,0,0,4,16,327
0,0,0,0,0,0,4,4,1,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,16,328
3,0,3,0,0,0,0,3,3,0,3,3,3,0,3,0,3,0,3,0,3,3,0,3,0,3,0,3,3,0,0,3,3,0,3,1,16,329
0,0,0,0,5,5,5,5,5,0,5,5,5,0,0,0,0,5,0,5,5,0,5,0,5,0,5,2,0,5,5,5,5,0,5,0,16,330
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,16,331
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,16,332
0,5,5,0,0,0,0,0,0,5,0,0,0,0,1,0,5,0,0,5,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,5,16,333
0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,16,334
6,6,0,6,6,0,6,6,6,6,0,6,6,6,6,1,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,335
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,16,336
4,0,0,0,4,0,4,4,0,0,0,0,4,0,0,4,4,4,4,4,4,4,4,0,0,4,0,4,0,0,1,0,4,4,4,4,16,337
4,0,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,1,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,16,338
4,4,4,4,0,4,4,0,4,4,4,4,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,16,339
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,340
0,0,4,0,4,4,4,4,0,0,4,4,0,4,4,0,4,0,4,4,0,1,4,0,0,4,4,4,0,4,4,0,4,0,0,0,16,341
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,6,0,0,0,16,342
0,0,0,5,0,0,0,0,5,0,0,5,0,0,5,1,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,0,0,0,16,343
3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,1,3,3,3,3,3,3,3,16,344
0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,16,345
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,346
0,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,1,6,0,0,0,6,6,0,0,0,0,0,0,0,6,6,6,0,0,0,16,347
0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,348
0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,2,3,16,349
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,350
0,4,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,16,351
4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,16,352
0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,3,0,3,16,353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,16,355
6,6,0,6,6,6,0,6,6,6,0,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,16,356
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,357
0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,358
0,0,4,0,0,0,0,4,0,0,4,0,0,1,4,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,359
0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,6,16,360
0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,1,16,361
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,16,362
0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,363
5,0,5,5,0,5,5,0,0,5,5,0,5,0,0,5,5,2,0,5,0,0,5,5,0,5,5,0,5,5,0,0,0,5,5,0,16,364
6,6,2,6,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,16,365
0,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,3,3,0,0,0,0,16,366
0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,16,367
0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,2,0,0,0,16,368
3,3,0,0,0,3,3,3,3,0,2,3,3,0,3,3,0,3,3,0,3,0,3,0,3,0,0,0,0,3,0,3,0,3,3,0,16,369
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,370
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,2,0,0,5,0,0,0,0,16,371
0,0,0,6,0,0,6,6,6,6,6,0,6,0,6,6,6,0,0,6,6,1,6,0,6,0,0,0,6,6,0,6,0,0,6,6,16,372
0,5,5,5,5,0,5,0,5,5,5,5,5,0,0,0,0,5,0,5,0,5,2,0,5,0,5,5,0,0,0,0,5,5,0,5,16,373
5,5,0,0,5,0,0,5,5,5,5,0,0,5,5,0,0,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,0,0,2,16,374
0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,16,375
3,3,3,3,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,3,0,0,3,0,3,0,3,3,3,3,1,3,0,0,3,3,16,376
6,6,0,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,16,377
6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,0,1,6,6,6,6,6,6,16,378
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,379
0,4,4,0,4,4,2,4,0,4,0,4,4,4,4,0,0,0,0,0,4,0,0,4,4,4,4,0,4,4,0,0,4,0,4,0,16,380
5,5,5,0,5,5,0,0,0,5,0,5,0,0,5,0,5,0,5,5,5,0,5,0,0,5,0,5,0,2,5,5,5,0,0,5,16,381
0,0,4,4,4,0,0,4,4,4,0,0,0,0,4,4,4,0,0,2,4,0,0,4,4,0,4,4,4,0,4,0,4,4,4,0,16,382
4,4,0,4,4,4,4,0,4,4,4,4,0,2,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,16,383
6,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,6,0,6,0,0,2,0,6,16,384
3,3,0,0,0,3,3,3,3,3,3,3,0,3,0,3,0,0,0,2,0,3,3,0,0,3,3,3,3,0,0,3,0,3,0,0,16,385
0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,386
4,4,0,0,0,0,4,0,4,0,4,0,4,4,0,0,4,4,0,4,0,0,4,4,0,4,4,4,4,4,1,4,4,0,0,0,16,387
0,4,4,4,4,4,4,4,0,4,4,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,16,388
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,389
2,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,16,390
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,16,391
5,5,0,0,5,0,5,0,5,0,5,5,5,0,0,0,5,0,5,5,0,0,5,0,0,5,0,1,0,5,5,5,5,5,0,5,16,392
0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,2,0,0,0,16,393
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,394
0,0,0,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,395
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,16,396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,16,397
3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,16,398
